Anom_ID,Accident_Date,Hour,Day_of_Week,Month_Name,Env,Light_Cond,Road,Traffic,Traffic_Control_Condition,Impact,Loc_Type,Severity,Injury_Event,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,Latitude,Longitude,Coord_Valid
20--3366,2020-03-06,11.0,Friday,March,Clear,Daylight,Dry,No control,Not Applicable,Approaching,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.33867783,-75.72367869,True
20--3367,2020-03-06,11.0,Friday,March,Snow,Daylight,Slush,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46087987,-75.48788461,True
20--3368,2020-03-06,11.0,Friday,March,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,At intersection,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.29353685,-75.89558365,True
20--3369,2020-03-06,,Friday,March,Clear,Unknown,Wet,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.41187114,-75.69229497,True
20--337,2020-01-09,10.0,Thursday,January,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38820722,-75.64046565,True
20--3370,2020-03-06,,Friday,March,Clear,Unknown,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.39488727,-75.63312229,True
20--3371,2020-03-06,,Friday,March,Clear,Unknown,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.22633739,-75.68502932,True
20--3372,2020-03-06,,Friday,March,Clear,Unknown,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.42769383,-75.69015155,True
20--3373,2020-03-06,,Friday,March,Clear,Unknown,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.46009729,-75.60962318,True
20--3374,2020-03-06,12.0,Friday,March,Clear,Daylight,Dry,No control,Not Applicable,SMV unattended vehicle,At/near private drive,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.31385414,-75.93512848,True
20--3375,2020-03-06,0.0,Friday,March,Clear,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,1.0,0.0,0.0,0.0,45.17382779,-75.60673598,True
20--3376,2020-03-06,12.0,Friday,March,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.41286146,-75.71262106,True
20--3377,2020-03-06,14.0,Friday,March,Snow,Daylight,Wet,Traffic signal,01 - Functioning,Turning movement,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40665459,-75.62748616,True
20--3378,2020-03-06,14.0,Friday,March,Clear,Daylight,Wet,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36485078,-75.76168728,True
20--3379,2020-03-06,14.0,Friday,March,Snow,Daylight,Loose snow,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.41700252,-75.66655924,True
20--338,2020-01-09,22.0,Thursday,January,Clear,Dark,Dry,MPS,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42284298,-75.69741644,True
20--284,2020-01-07,18.0,Tuesday,January,Clear,Dark,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40786478,-75.63311513,True
20--2840,2020-02-24,20.0,Monday,February,Clear,Dark,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37718681,-75.73322591,True
20--2841,2020-02-24,20.0,Monday,February,Clear,Dark,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.26782475,-75.93922346,True
20--2842,2020-02-24,20.0,Monday,February,Rain,Dark,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42497568,-75.69315701,True
20--2843,2020-02-24,9.0,Monday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43611124,-75.68195748,True
20--2844,2020-02-24,9.0,Monday,February,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33806318,-75.84287013,True
20--2845,2020-02-24,9.0,Monday,February,Clear,Daylight,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Non-Fatal Injury,1,1,0,0,0,2,0.0,2.0,0.0,0.0,45.27416764,-75.68489551,True
20--2846,2020-02-25,13.0,Tuesday,February,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39836565,-75.73691466,True
20--2847,2020-02-25,13.0,Tuesday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Other,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38895217,-75.61750309,True
20--2848,2020-02-25,1.0,Tuesday,February,Clear,Dark,Packed snow,No control,Not Applicable,SMV unattended vehicle,At/near private drive,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.42449448,-75.67845012,True
20--2849,2020-02-25,13.0,Tuesday,February,Clear,Daylight,Wet,No control,Not Applicable,Rear end,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.405246,-75.70259105,True
20--285,2020-01-07,6.0,Tuesday,January,Clear,Dark,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.39840467,-75.72400756,True
20--2850,2020-02-25,13.0,Tuesday,February,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.3138896,-75.82872313,True
20--311,2020-01-08,16.0,Wednesday,January,Clear,Daylight,Dry,Roundabout,00 - Unknown,Rear end,At intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.3904255,-75.70712141,True
20--293,2020-01-07,9.0,Tuesday,January,Clear,Daylight,Ice,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.29480981,-75.92785219,True
20--2851,2020-02-25,10.0,Tuesday,February,Clear,Daylight,Loose snow,Stop sign,01 - Functioning,SMV other,At intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.28816789,-75.92545919,True
20--2852,2020-02-25,10.0,Tuesday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.43447633,-75.66574594,True
20--2853,2020-02-25,11.0,Tuesday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.44450339,-75.53280378,True
20--2854,2020-02-25,11.0,Tuesday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42856275,-75.69692631,True
20--2855,2020-02-25,,Tuesday,February,Clear,Unknown,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.31570963,-75.89936905,True
20--2856,2020-02-25,,Tuesday,February,Clear,Unknown,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.41689199,-75.69266593,True
20--2857,2020-02-25,,Tuesday,February,Clear,Unknown,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.40842104,-75.67814246,True
20--2858,2020-02-25,,Tuesday,February,Clear,Unknown,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.44602114,-75.64525613,True
20--2859,2020-02-25,12.0,Tuesday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,4,0,0,0,0,0.0,0.0,0.0,0.0,45.41216754,-75.65825538,True
20--286,2020-01-07,19.0,Tuesday,January,Clear,Dark,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.31144543,-75.93240034,True
20--2860,2020-02-25,14.0,Tuesday,February,Clear,Daylight,Dry,No control,Not Applicable,Turning movement,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37251814,-75.75576516,True
20--2861,2020-02-25,14.0,Tuesday,February,Clear,Daylight,Slush,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39012014,-75.6146485,True
20--2862,2020-02-25,15.0,Tuesday,February,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33417392,-75.70057066,True
20--2863,2020-02-25,15.0,Tuesday,February,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.32626916,-75.88949512,True
20--2864,2020-02-25,15.0,Tuesday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41146399,-75.705754,True
20--3020,2020-02-27,7.0,Thursday,February,Snow,Daylight,Slush,Traffic signal,00 - Unknown,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41931056,-75.59561522,True
20--2865,2020-02-25,15.0,Tuesday,February,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.45861441,-75.66339478,True
20--2866,2020-02-25,15.0,Tuesday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,0.0,1.0,0.0,0.0,45.42152666,-75.64739542,True
20--2867,2020-02-25,15.0,Tuesday,February,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41941015,-75.64612887,True
20--2868,2020-02-25,15.0,Tuesday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.30680747,-75.70818605,True
20--2869,2020-02-25,16.0,Tuesday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43888623,-75.65360204,True
20--287,2020-01-07,19.0,Tuesday,January,Clear,Dark,Slush,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42424085,-75.63736168,True
20--2870,2020-02-25,16.0,Tuesday,February,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41895714,-75.65188765,True
20--2871,2020-02-25,16.0,Tuesday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33427631,-75.81313811,True
20--2872,2020-02-25,16.0,Tuesday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.29260539,-75.89451489,True
20--2873,2020-02-25,16.0,Tuesday,February,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.51906238,-75.40340276,True
20--2874,2020-02-25,16.0,Tuesday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39650368,-75.71030634,True
20--2875,2020-02-25,16.0,Tuesday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42547738,-75.68945595,True
20--2876,2020-02-25,17.0,Tuesday,February,Clear,Daylight,Wet,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34585596,-75.91396267,True
20--2877,2020-02-25,17.0,Tuesday,February,Clear,Dusk,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34513238,-75.93105418,True
20--2878,2020-02-25,17.0,Tuesday,February,Clear,Dusk,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40373136,-75.73434876,True
20--2879,2020-02-25,17.0,Tuesday,February,Clear,Dusk,Dry,Traffic signal,01 - Functioning,Angle,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41249887,-75.61400676,True
20--288,2020-01-07,7.0,Tuesday,January,Clear,Dawn,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.25267491,-75.50920049,True
20--2880,2020-02-25,18.0,Tuesday,February,Clear,Dark,Wet,Roundabout,01 - Functioning,Rear end,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.44550953,-75.49839849,True
20--2881,2020-02-25,6.0,Tuesday,February,Clear,Dawn,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34210227,-75.75662997,True
20--2882,2020-02-25,18.0,Tuesday,February,Clear,Dark,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35272085,-75.80733506,True
20--2883,2020-02-25,7.0,Tuesday,February,Clear,Dawn,Wet,Stop sign,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27789202,-75.71980322,True
20--2884,2020-02-25,19.0,Tuesday,February,Clear,Dark,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37048402,-75.70445083,True
20--2885,2020-02-25,7.0,Tuesday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4689488,-75.46013631,True
20--2886,2020-02-25,7.0,Tuesday,February,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33569301,-75.80043864,True
20--2887,2020-02-25,8.0,Tuesday,February,Clear,Daylight,Dry,Stop sign,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.45340235,-75.47280623,True
20--2888,2020-02-25,8.0,Tuesday,February,Clear,Daylight,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.38911993,-75.75089545,True
20--2889,2020-02-25,9.0,Tuesday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Other,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35150221,-75.76297751,True
20--289,2020-01-07,8.0,Tuesday,January,Clear,Dawn,Slush,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.44714737,-75.59940658,True
20--2890,2020-02-25,9.0,Tuesday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42801393,-75.68754349,True
20--2891,2020-02-25,21.0,Tuesday,February,Rain,Dark,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42376852,-75.68658504,True
20--2892,2020-02-26,13.0,Wednesday,February,Snow,Daylight,Packed snow,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38874235,-75.67551919,True
20--2893,2020-02-26,13.0,Wednesday,February,Snow,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.32062865,-75.83685076,True
20--2894,2020-02-26,13.0,Wednesday,February,Snow,Daylight,Slush,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.39243435,-75.75706284,True
20--2895,2020-02-26,10.0,Wednesday,February,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.39976734,-75.67751833,True
20--2896,2020-02-26,22.0,Wednesday,February,Rain,Dark,Slush,Traffic signal,01 - Functioning,SMV other,At intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.2986311,-75.67731722,True
20--2897,2020-02-26,11.0,Wednesday,February,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.32090983,-76.09999175,True
20--2898,2020-02-26,11.0,Wednesday,February,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35673462,-75.75059366,True
20--2899,2020-02-26,,Wednesday,February,Snow,Unknown,Loose snow,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.40016461,-75.6771556,True
20--29,2020-01-02,12.0,Thursday,January,Snow,Daylight,Loose snow,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39723276,-75.74218968,True
20--290,2020-01-07,20.0,Tuesday,January,Clear,Dark,Wet,Roundabout,01 - Functioning,Sideswipe,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46413868,-75.54014163,True
20--2900,2020-02-26,,Wednesday,February,Snow,Unknown,Packed snow,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.44807368,-75.47605274,True
20--2901,2020-02-26,12.0,Wednesday,February,Snow,Daylight,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35026743,-75.73313153,True
20--2902,2020-02-26,14.0,Wednesday,February,Snow,Daylight,Ice,Stop sign,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.25214331,-75.91306934,True
20--2903,2020-02-26,14.0,Wednesday,February,Clear,Daylight,Wet,No control,Not Applicable,Other,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40701323,-75.67682626,True
20--2904,2020-02-26,15.0,Wednesday,February,Snow,Daylight,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39753241,-75.72650652,True
20--2905,2020-02-26,15.0,Wednesday,February,Snow,Daylight,Wet,Traffic signal,01 - Functioning,SMV other,At intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.38184726,-75.73308624,True
20--2906,2020-02-26,15.0,Wednesday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3258789,-75.71904433,True
20--2907,2020-02-26,15.0,Wednesday,February,Snow,Daylight,Slush,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35905452,-75.77192214,True
20--2908,2020-02-26,15.0,Wednesday,February,Snow,Daylight,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4128613,-75.71262072,True
20--2909,2020-02-26,15.0,Wednesday,February,Snow,Daylight,Slush,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.2984953,-75.7313363,True
20--291,2020-01-07,8.0,Tuesday,January,Clear,Daylight,Wet,No control,Not Applicable,Angle,At/near private drive,Non-Fatal Injury,1,2,0,0,0,3,1.0,2.0,0.0,0.0,45.37145345,-75.37938841,True
20--2910,2020-02-26,15.0,Wednesday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,1.0,0.0,0.0,0.0,45.42017319,-75.69781167,True
20--2911,2020-02-26,15.0,Wednesday,February,Snow,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,2,2.0,0.0,0.0,0.0,45.40853875,-75.67770229,True
20--2912,2020-02-26,16.0,Wednesday,February,Snow,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.32869801,-75.74897255,True
20--2913,2020-02-26,16.0,Wednesday,February,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43508569,-75.66417758,True
20--2914,2020-02-26,17.0,Wednesday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33765472,-75.63371379,True
20--2915,2020-02-26,5.0,Wednesday,February,Snow,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.47681595,-75.52553275,True
20--2916,2020-02-26,17.0,Wednesday,February,Snow,Dark,Wet,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42637262,-75.68041669,True
20--2917,2020-02-26,17.0,Wednesday,February,Snow,Dark,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34499487,-75.66598925,True
20--2918,2020-02-26,18.0,Wednesday,February,Snow,Dark,Slush,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43032097,-75.51571659,True
20--2919,2020-02-26,18.0,Wednesday,February,Snow,Dark,Packed snow,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42235211,-75.63629144,True
20--292,2020-01-07,8.0,Tuesday,January,Clear,Daylight,Slush,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.27602876,-75.72860464,True
20--2920,2020-02-26,18.0,Wednesday,February,Snow,Dark,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.37789165,-75.64494882,True
20--2921,2020-02-26,18.0,Wednesday,February,Snow,Dark,Packed snow,Traffic signal,01 - Functioning,Other,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3320956,-75.89369361,True
20--2922,2020-02-26,19.0,Wednesday,February,Snow,Dark,Loose snow,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41232621,-75.70162809,True
20--2923,2020-02-26,19.0,Wednesday,February,Drifting Snow,Dark,Loose snow,Traffic signal,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.33626737,-75.60331756,True
20--2924,2020-02-26,19.0,Wednesday,February,Freezing Rain,Dark,Loose snow,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.29468615,-75.50506977,True
20--2925,2020-02-26,19.0,Wednesday,February,Snow,Dark,Slush,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.37913536,-75.75022034,True
20--2926,2020-02-26,19.0,Wednesday,February,Snow,Dark,Loose snow,No control,Not Applicable,Approaching,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.27369716,-75.76387614,True
20--2927,2020-02-26,19.0,Wednesday,February,Snow,Dark,Slush,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.32738636,-75.82032745,True
20--2928,2020-02-26,20.0,Wednesday,February,Snow,Dark,Loose snow,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,0.0,1.0,0.0,0.0,45.38442587,-75.58504681,True
20--2929,2020-02-26,20.0,Wednesday,February,Snow,Dark,Slush,No control,Not Applicable,Other,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.44510836,-75.60092629,True
20--3380,2020-03-06,14.0,Friday,March,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41407203,-75.69525371,True
20--3021,2020-02-27,7.0,Thursday,February,Snow,Daylight,Packed snow,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.42088671,-75.61410546,True
20--3381,2020-03-06,14.0,Friday,March,Snow,Daylight,Wet,Traffic signal,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,0.0,1.0,0.0,45.28696877,-75.90581713,True
